stop_id,on_street,cross_street,routes,boardings,alightings,month_beginning,daytype,location
724,GRAND,HOYNE,65,30.8,9.5,10/1/12,Weekday,"(41.89072857, -87.67943808)"
725,GRAND,DAMEN,65,98.2,68.7,10/1/12,Weekday,"(41.89075979, -87.67702072)"
726,GRAND,WOLCOTT,65,34,13.6,10/1/12,Weekday,"(41.89080579, -87.67457572)"
727,GRAND,WOOD,65,55,22.2,10/1/12,Weekday,"(41.89084079, -87.67214172)"
728,GRAND,PAULINA,65,32.3,15.3,10/1/12,Weekday,"(41.89087679, -87.66971472)"
729,GRAND,ASHLAND,65,80.7,130.8,10/1/12,Weekday,"(41.89090348, -87.66731116)"
730,GRAND,ARMOUR,65,54.9,22.3,10/1/12,Weekday,"(41.89091653, -87.66559340)"
731,GRAND,NOBLE,65,146,66.2,10/1/12,Weekday,"(41.89095853, -87.66234240)"
735,GRAND,ABERDEEN,65,48.1,13.1,10/1/12,Weekday,"(41.89102866, -87.65473053)"
736,GRAND,MORGAN,65,27.2,11.3,10/1/12,Weekday,"(41.89105880, -87.65242390)"
737,GRAND,PEORIA,65,7.2,17.1,10/1/12,Weekday,"(41.89108840, -87.64984684)"
738,GRAND,HALSTED/MILWAUKEE,"33,65",599.2,354.3,10/1/12,Weekday,"(41.89111519, -87.64777715)"
739,GRAND,UNION,65,22.1,15.3,10/1/12,Weekday,"(41.89111440, -87.64588684)"
741,GRAND,530 WEST RR CROSSING,65,37.3,10.4,10/1/12,Weekday,"(41.89118338, -87.64310130)"
742,GRAND,KINGSBURY,65,32.4,64.6,10/1/12,Weekday,"(41.89142739, -87.63996748)"
743,GRAND,ORLEANS,65,18.9,93.3,10/1/12,Weekday,"(41.89147038, -87.63716348)"
744,GRAND,FRANKLIN,65,27.3,47.6,10/1/12,Weekday,"(41.89150738, -87.63563348)"
745,GRAND,WELLS,65,13,93.3,10/1/12,Weekday,"(41.89151114, -87.63419927)"
746,ILLINOIS,LASALLE,65,43.6,101.3,10/1/12,Weekday,"(41.89073700, -87.63281100)"
747,ILLINOIS,CLARK,65,21.7,109.3,10/1/12,Weekday,"(41.89075800, -87.63127900)"
750,ILLINOIS,RUSH,"29,65",17,159.7,10/1/12,Weekday,"(41.89086600, -87.62550200)"
751,ILLINOIS lower,MICHIGAN (lower),"29,65",72.8,311.8,10/1/12,Weekday,"(41.89088105, -87.62432598)"
754,ILLINOIS,McCLURG,"2,29,65,66,120,121,124",21.6,401.6,10/1/12,Weekday,"(41.89100200, -87.61786000)"
755,ILLINOIS,PESHTIGO,"2,29,65,66,120,121,124",9.1,179.9,10/1/12,Weekday,"(41.89104200, -87.61537600)"
756,ILLINOIS,LAKE SHORE,"2,29,65,66,120,121,124",9,196.1,10/1/12,Weekday,"(41.89102512, -87.61314762)"
758,NAVY PIER,TERMINAL,29,526.3,638.8,10/1/12,Weekday,"(41.89233194, -87.60999416)"
759,GRAND,STREETER,"2,29,65,66,120,121,124",273.4,7.5,10/1/12,Weekday,"(41.89201100, -87.61212500)"
760,GRAND,PESHTIGO,"2,29,65,66,120,121,124",433.1,18.1,10/1/12,Weekday,"(41.89194900, -87.61539100)"
761,GRAND,ST. CLAIR,"29,65,120,121",323.7,63.4,10/1/12,Weekday,"(41.89182400, -87.62252600)"
764,GRAND,STATE,65,365.6,215.2,10/1/12,Weekday,"(41.89173615, -87.62790082)"
765,GRAND,DEARBORN,65,171.6,29.5,10/1/12,Weekday,"(41.89171400, -87.62946700)"
766,GRAND,CLARK,65,58.6,23.5,10/1/12,Weekday,"(41.89169300, -87.63094500)"
769,GRAND,FRANKLIN,65,137.7,46.2,10/1/12,Weekday,"(41.89166494, -87.63546111)"
771,GRAND,KINGSBURY,65,43.8,33.4,10/1/12,Weekday,"(41.89157900, -87.63975700)"
772,GRAND,530 WEST RR CROSSING,65,6.1,23.9,10/1/12,Weekday,"(41.89133200, -87.64278900)"
776,GRAND,PEORIA,65,1.6,2.5,10/1/12,Weekday,"(41.89123692, -87.64985452)"
778,GRAND,ABERDEEN,65,9.8,46.9,10/1/12,Weekday,"(41.89119057, -87.65449965)"
780,GRAND,RACINE,65,18.6,73.9,10/1/12,Weekday,"(41.89115950, -87.65725745)"
781,GRAND,OGDEN,65,23.9,70,10/1/12,Weekday,"(41.89114825, -87.65868696)"
782,GRAND,NOBLE,65,80.4,121.9,10/1/12,Weekday,"(41.89108116, -87.66209990)"
783,GRAND,ARMOUR,65,21.3,39,10/1/12,Weekday,"(41.89108142, -87.66540595)"
784,GRAND,ASHLAND,65,154,87.8,10/1/12,Weekday,"(41.89106390, -87.66695867)"
785,GRAND,PAULINA,65,12.9,32.1,10/1/12,Weekday,"(41.89101802, -87.66947781)"
786,GRAND,WOOD,65,14.1,52.4,10/1/12,Weekday,"(41.89098670, -87.67186200)"
787,GRAND,WOLCOTT,65,15.4,33.3,10/1/12,Weekday,"(41.89094784, -87.67435353)"
788,GRAND,DAMEN,65,65.1,86.3,10/1/12,Weekday,"(41.89092435, -87.67672064)"
789,GRAND,HOYNE,65,9.7,35.9,10/1/12,Weekday,"(41.89083412, -87.67918765)"
790,GRAND,LEAVITT,65,11.6,53.8,10/1/12,Weekday,"(41.89077566, -87.68161052)"
791,GRAND,OAKLEY,65,24.4,69.7,10/1/12,Weekday,"(41.89077430, -87.68412951)"
794,GRAND,ROCKWELL,65,9.2,20.8,10/1/12,Weekday,"(41.89238680, -87.69160027)"
795,GRAND,TALMAN,65,1.5,4.5,10/1/12,Weekday,"(41.89280899, -87.69267042)"
796,GRAND,WASHTENAW,65,8,16.8,10/1/12,Weekday,"(41.89340945, -87.69405394)"
797,GRAND,CALIFORNIA,65,9.8,37,10/1/12,Weekday,"(41.89423600, -87.69623900)"
798,GRAND,CHICAGO,65,69.8,47.2,10/1/12,Weekday,"(41.89539181, -87.69907004)"
799,GRAND,SACRAMENTO(east serv.dr.),65,24.4,13.8,10/1/12,Weekday,"(41.89645974, -87.70172020)"
800,GRAND,SACRAMENTO(west serv.dr.),"65,94",42.7,53.9,10/1/12,Weekday,"(41.89700455, -87.70320023)"
801,GRAND,ALBANY,"65,94",2.2,4.9,10/1/12,Weekday,"(41.89727124, -87.70383501)"
802,GRAND,KEDZIE,65,41.5,44.2,10/1/12,Weekday,"(41.89820254, -87.70621812)"
803,GRAND,AUGUSTA,65,15.4,20.4,10/1/12,Weekday,"(41.89901892, -87.70823409)"
805,GRAND,THOMAS,65,31.9,29.1,10/1/12,Weekday,"(41.90111858, -87.71343823)"
806,GRAND,DRAKE,65,27.4,28.4,10/1/12,Weekday,"(41.90181786, -87.71531902)"
808,GRAND,DIVISION,65,68.6,47.8,10/1/12,Weekday,"(41.90262083, -87.71729954)"
809,GRAND,LAWNDALE,65,26,28.3,10/1/12,Weekday,"(41.90349800, -87.71949100)"
811,GRAND,SPRINGFIELD,65,19.3,31,10/1/12,Weekday,"(41.90517029, -87.72375684)"
812,GRAND,PULASKI,65,145.3,143.9,10/1/12,Weekday,"(41.90615975, -87.72626560)"
813,GRAND,KARLOV,65,28.3,32.7,10/1/12,Weekday,"(41.90719452, -87.72875386)"
814,GRAND,KEELER,65,25.3,37.6,10/1/12,Weekday,"(41.90814822, -87.73121579)"
815,GRAND,KILDARE,65,32.2,74.4,10/1/12,Weekday,"(41.90910115, -87.73364265)"
817,GRAND,NORTH/KOSTNER,65,119,114.3,10/1/12,Weekday,"(41.91025500, -87.73657600)"
818,GRAND,KILBOURN,65,15,4.8,10/1/12,Weekday,"(41.91099200, -87.73844400)"
819,GRAND,KENTON (west leg),65,1.6,1.9,10/1/12,Weekday,"(41.91169701, -87.74017967)"
820,GRAND,4700 WEST,65,26.8,42.4,10/1/12,Weekday,"(41.91292786, -87.74326523)"
821,GRAND,CICERO,65,55.1,122.8,10/1/12,Weekday,"(41.91397719, -87.74578600)"
822,GRAND,LAMON,65,8.5,18.1,10/1/12,Weekday,"(41.91531404, -87.74919464)"
823,GRAND,LECLAIRE/ARMITAGE,65,27.5,68.5,10/1/12,Weekday,"(41.91668751, -87.75281781)"
826,GRAND,LOCKWOOD (east leg),65,33.4,27.5,10/1/12,Weekday,"(41.91743849, -87.75829719)"
828,GRAND,5500 WEST,65,6.5,24,10/1/12,Weekday,"(41.91831551, -87.76308444)"
829,GRAND,CENTRAL,65,27.1,123.3,10/1/12,Weekday,"(41.91894393, -87.76629330)"
830,GRAND,MAJOR,65,14.5,34.7,10/1/12,Weekday,"(41.91925064, -87.76816211)"
832,GRAND,MARMORA,65,3.5,29,10/1/12,Weekday,"(41.92015246, -87.77305811)"
833,GRAND,AUSTIN,65,35.3,117.5,10/1/12,Weekday,"(41.92061241, -87.77547362)"
834,GRAND,MEADE,65,9.8,34.6,10/1/12,Weekday,"(41.92105671, -87.77797234)"
836,GRAND,MOBILE,65,1.8,34.8,10/1/12,Weekday,"(41.92195267, -87.78287544)"
837,GRAND,NARRAGANSETT,65,7.9,186.3,10/1/12,Weekday,"(41.92266109, -87.78527711)"
838,GRAND,NATCHEZ,65,4.2,37.7,10/1/12,Weekday,"(41.92327513, -87.78769283)"
840,GRAND,NORMANDY (west leg),"65,74",14.7,157.8,10/1/12,Weekday,"(41.92369770, -87.79268704)"
842,GRAND,NEW ENGLAND (west leg),"65,74",1.2,72.3,10/1/12,Weekday,"(41.92366350, -87.79750551)"
844,GRAND,SAYRE,"65,74",0.4,66.3,10/1/12,Weekday,"(41.92359903, -87.80051574)"
845,NEVA,NORTH AVENUE,72,548.4,36.8,10/1/12,Weekday,"(41.90902600, -87.80401000)"
846,NORTH AVENUE,FOREST,72,50.3,1,10/1/12,Weekday,"(41.90883939, -87.80129052)"
847,NORTH AVENUE,KENILWORTH,72,42.5,6.5,10/1/12,Weekday,"(41.90890000, -87.79810300)"
848,NORTH AVENUE,OAK PARK,72,45.6,8.7,10/1/12,Weekday,"(41.90897029, -87.79517032)"
849,NORTH AVENUE,LINDEN,72,36.2,5.1,10/1/12,Weekday,"(41.90899595, -87.79245060)"
850,NORTH AVENUE,EAST,72,35.2,5.2,10/1/12,Weekday,"(41.90899600, -87.79009700)"
851,NORTH AVENUE,ELMWOOD,72,29.2,6.6,10/1/12,Weekday,"(41.90900079, -87.78747675)"
854,NORTH AVENUE,RIDGELAND,"72,86",253.4,134.2,10/1/12,Weekday,"(41.90909800, -87.78350492)"
856,NORTH AVENUE,LOMBARD,72,71.3,14,10/1/12,Weekday,"(41.90910983, -87.78090532)"
857,NORTH AVENUE,TAYLOR,72,62.5,41.4,10/1/12,Weekday,"(41.90919299, -87.77820663)"
859,NORTH AVENUE,MAYFIELD (west leg),72,0.8,0.4,10/1/12,Weekday,"(41.90917318, -87.77289808)"
860,NORTH AVENUE,MENARD,72,96.9,29,10/1/12,Weekday,"(41.90920726, -87.77086088)"
861,NORTH AVENUE,WALLER,72,55.4,59.1,10/1/12,Weekday,"(41.90924112, -87.76808368)"
863,NORTH AVENUE,LINDER,72,77.4,36.9,10/1/12,Weekday,"(41.90934600, -87.76317800)"
864,NORTH AVENUE,LONG,72,101.7,52.8,10/1/12,Weekday,"(41.90937900, -87.76102900)"
865,NORTH AVENUE,LOCKWOOD,72,63.4,48.5,10/1/12,Weekday,"(41.90941500, -87.75819900)"
866,NORTH AVENUE,LARAMIE,72,269.9,182.7,10/1/12,Weekday,"(41.90938864, -87.75608529)"
867,NORTH AVENUE,LECLAIRE (north leg),72,119.5,54.9,10/1/12,Weekday,"(41.90943469, -87.75275949)"
868,NORTH AVENUE,LAVERGNE,72,17.2,34.4,10/1/12,Weekday,"(41.90945420, -87.75114264)"
870,NORTH AVENUE,CICERO,72,358.2,310.5,10/1/12,Weekday,"(41.90951085, -87.74636965)"
871,NORTH AVENUE,KILPATRICK,72,262,117.4,10/1/12,Weekday,"(41.90955069, -87.74377559)"
872,NORTH AVENUE,KENTON,72,7.1,9.6,10/1/12,Weekday,"(41.90961500, -87.74056500)"
873,NORTH AVENUE,KILBOURN,72,17.7,34.5,10/1/12,Weekday,"(41.90962200, -87.73870600)"
874,NORTH AVENUE,KOSTNER,72,189.3,121.5,10/1/12,Weekday,"(41.90964600, -87.73650300)"
875,NORTH AVENUE,GRAND,72,130.2,62.9,10/1/12,Weekday,"(41.90967800, -87.73446300)"
876,NORTH AVENUE,KEELER,72,158.9,78.9,10/1/12,Weekday,"(41.90971130, -87.73152517)"
879,NORTH AVENUE,SPRINGFIELD,72,100.7,38.9,10/1/12,Weekday,"(41.90979921, -87.72423712)"
880,NORTH AVENUE,HAMLIN,72,110.3,45.8,10/1/12,Weekday,"(41.90988000, -87.72176300)"
881,NORTH AVENUE,LAWNDALE,72,61.1,44.5,10/1/12,Weekday,"(41.90990591, -87.71914122)"
882,NORTH AVENUE,CENTRAL PARK,72,127.4,64.6,10/1/12,Weekday,"(41.90994200, -87.71665400)"
883,NORTH AVENUE,ST. LOUIS (west leg),72,89.2,125.5,10/1/12,Weekday,"(41.90990846, -87.71452129)"
885,NORTH AVENUE,SPAULDING,72,121.5,80.4,10/1/12,Weekday,"(41.90998056, -87.70957560)"
887,NORTH AVENUE,ALBANY,72,59.7,23.5,10/1/12,Weekday,"(41.91003426, -87.70475033)"
888,NORTH AVENUE,HUMBOLDT,72,117.6,54.5,10/1/12,Weekday,"(41.91006308, -87.70200542)"
889,NORTH AVENUE,FRANCISCO,72,30.9,42.7,10/1/12,Weekday,"(41.91009545, -87.69892567)"
890,NORTH AVENUE,CALIFORNIA,72,233.5,364.8,10/1/12,Weekday,"(41.91011374, -87.69722350)"
891,NORTH AVENUE,WASHTENAW,72,150,102.7,10/1/12,Weekday,"(41.91018316, -87.69463648)"
893,NORTH AVENUE,CAMPBELL,72,82.4,57.9,10/1/12,Weekday,"(41.91022365, -87.68975556)"
894,NORTH AVENUE,WESTERN,72,197.6,409.1,10/1/12,Weekday,"(41.91020502, -87.68743416)"
895,NORTH AVENUE,OAKLEY,72,104.6,28,10/1/12,Weekday,"(41.91028665, -87.68485656)"
896,NORTH AVENUE,LEAVITT,72,58.3,34.9,10/1/12,Weekday,"(41.91032665, -87.68242156)"
897,NORTH AVENUE,HOYNE,72,31.9,52.6,10/1/12,Weekday,"(41.91035414, -87.68003978)"
898,NORTH AVENUE,MILWAUKEE/DAMEN,72,508,910,10/1/12,Weekday,"(41.91041332, -87.67767087)"
899,NORTH AVENUE,WOLCOTT,72,120.7,26.4,10/1/12,Weekday,"(41.91046366, -87.67513397)"
900,NORTH AVENUE,WOOD,72,120.7,25.6,10/1/12,Weekday,"(41.91049966, -87.67268097)"
901,NORTH AVENUE,PAULINA,72,63.4,50.9,10/1/12,Weekday,"(41.91053566, -87.67024497)"
902,NORTH AVENUE,ASHLAND,72,173.1,303.2,10/1/12,Weekday,"(41.91055657, -87.66787773)"
903,NORTH AVENUE,BOSWORTH,"N9,72",83.7,32.1,10/1/12,Weekday,"(41.91056980, -87.66628690)"
910,NORTH AVENUE,SHEFFIELD,"N9,72",76.8,283.2,10/1/12,Weekday,"(41.91076826, -87.65314689)"
913,NORTH AVENUE,CLYBOURN/HASLTED,"33,72",288.2,1230,10/1/12,Weekday,"(41.91083785, -87.64897589)"
915,NORTH AVENUE,ORCHARD,72,24.8,45.7,10/1/12,Weekday,"(41.91090304, -87.64593024)"
916,NORTH AVENUE,LARRABEE,72,27.4,52.5,10/1/12,Weekday,"(41.91092214, -87.64362233)"
917,NORTH AVENUE,CLEVELAND,72,10.5,60.3,10/1/12,Weekday,"(41.91096789, -87.64110808)"
918,NORTH AVENUE,SEDGWICK,72,41.3,242.6,10/1/12,Weekday,"(41.91099843, -87.63877757)"
919,NORTH AVENUE,NORTH PARK,72,3.5,48.2,10/1/12,Weekday,"(41.91102809, -87.63679062)"
920,NORTH AVENUE,WELLS,72,9.6,306.5,10/1/12,Weekday,"(41.91104991, -87.63487391)"
922,NORTH AVENUE,CLARK,72,4.2,304.1,10/1/12,Weekday,"(41.91109336, -87.63180968)"
923,NORTH AVENUE,CLARK,72,194.3,73.7,10/1/12,Weekday,"(41.91128000, -87.63119500)"
924,NORTH AVENUE,CLARK,72,220.8,4,10/1/12,Weekday,"(41.91123450, -87.63202175)"
926,NORTH AVENUE,WELLS,72,400.8,15.5,10/1/12,Weekday,"(41.91118658, -87.63452737)"
927,NORTH AVENUE,SEDGWICK,72,307.9,60.9,10/1/12,Weekday,"(41.91122311, -87.63841909)"
928,NORTH AVENUE,CLEVELAND,72,78.6,21.4,10/1/12,Weekday,"(41.91119711, -87.64075835)"
929,NORTH AVENUE,LARRABEE,72,49.3,31.6,10/1/12,Weekday,"(41.91106838, -87.64383088)"
933,NORTH AVENUE,FREMONT,"N9,72",90.7,37.7,10/1/12,Weekday,"(41.91094308, -87.65101375)"
934,NORTH AVENUE,SHEFFIELD/KINGSBURY,"N9,72",358.3,94.4,10/1/12,Weekday,"(41.91086645, -87.65404664)"
939,NORTH AVENUE,BOSWORTH,"N9,72",40.8,107.2,10/1/12,Weekday,"(41.91069722, -87.66624251)"
941,NORTH AVENUE,PAULINA,72,59.4,66.4,10/1/12,Weekday,"(41.91068367, -87.67009398)"
942,NORTH AVENUE,WOOD,72,35.8,123.7,10/1/12,Weekday,"(41.91061590, -87.67246055)"
943,NORTH AVENUE,WOLCOTT,72,40.8,176.9,10/1/12,Weekday,"(41.91058066, -87.67509099)"
945,NORTH AVENUE,MILWAUKEE/DAMEN,72,1010.7,562.1,10/1/12,Weekday,"(41.91054430, -87.67810901)"
946,NORTH AVENUE,HOYNE,72,44.8,22.5,10/1/12,Weekday,"(41.91053508, -87.67976026)"
947,NORTH AVENUE,LEAVITT,72,45.1,55,10/1/12,Weekday,"(41.91049688, -87.68222770)"
948,NORTH AVENUE,OAKLEY,72,38.6,89.9,10/1/12,Weekday,"(41.91043747, -87.68462730)"
949,NORTH AVENUE,WESTERN,72,459.2,198.5,10/1/12,Weekday,"(41.91038990, -87.68702917)"
950,NORTH AVENUE,CAMPBELL,72,91.1,109.9,10/1/12,Weekday,"(41.91036749, -87.68953036)"
951,NORTH AVENUE,ROCKWELL,72,82.1,128.7,10/1/12,Weekday,"(41.91037945, -87.69196321)"
954,NORTH AVENUE,FRANCISCO,72,59.5,51.1,10/1/12,Weekday,"(41.91030323, -87.69890875)"
957,NORTH AVENUE,ALBANY,72,31.2,96.8,10/1/12,Weekday,"(41.91027233, -87.70447182)"
959,NORTH AVENUE,SPAULDING,72,50.7,151.2,10/1/12,Weekday,"(41.91018035, -87.70985543)"
961,NORTH AVENUE,DRAKE,72,46.8,90.4,10/1/12,Weekday,"(41.91011410, -87.71471161)"
962,NORTH AVENUE,CENTRAL PARK,72,52.2,133.2,10/1/12,Weekday,"(41.91005901, -87.71655544)"
963,NORTH AVENUE,LAWNDALE,72,57.6,95.3,10/1/12,Weekday,"(41.91009453, -87.71885413)"
964,NORTH AVENUE,HAMLIN,72,33.7,110.6,10/1/12,Weekday,"(41.91009652, -87.72125313)"
965,NORTH AVENUE,SPRINGFIELD,72,62.1,219.6,10/1/12,Weekday,"(41.91002051, -87.72369547)"
967,NORTH AVENUE,KARLOV,72,56.5,119.1,10/1/12,Weekday,"(41.90994926, -87.72867425)"
968,NORTH AVENUE,KEELER,72,73.4,177,10/1/12,Weekday,"(41.90993395, -87.73110997)"
971,NORTH AVENUE,KOSTNER/GRAND,72,162.2,185.6,10/1/12,Weekday,"(41.90984500, -87.73680200)"
972,NORTH AVENUE,KILBOURN,72,27,27.2,10/1/12,Weekday,"(41.90981900, -87.73838300)"
973,NORTH AVENUE,KENTON,72,10.4,5.5,10/1/12,Weekday,"(41.90979500, -87.74045300)"
974,NORTH AVENUE,KILPATRICK,72,115.7,245.1,10/1/12,Weekday,"(41.90976801, -87.74330273)"
975,NORTH AVENUE,CICERO,72,326.5,443.4,10/1/12,Weekday,"(41.90974281, -87.74586122)"
976,NORTH AVENUE,LAMON,72,111.1,89.8,10/1/12,Weekday,"(41.90969035, -87.74909571)"
977,NORTH AVENUE,LAVERGNE,72,23,21.6,10/1/12,Weekday,"(41.90963318, -87.75103776)"
978,NORTH AVENUE,LECLAIRE (north leg),72,47.7,120.6,10/1/12,Weekday,"(41.90964664, -87.75252072)"
979,NORTH AVENUE,LARAMIE,72,201.6,287.3,10/1/12,Weekday,"(41.90960786, -87.75553081)"
980,NORTH AVENUE,LOCKWOOD,72,46.2,92.9,10/1/12,Weekday,"(41.90953297, -87.75796581)"
981,NORTH AVENUE,LONG,72,60,141.5,10/1/12,Weekday,"(41.90950919, -87.76039976)"
982,NORTH AVENUE,LINDER,72,40.4,186.2,10/1/12,Weekday,"(41.90951043, -87.76312009)"
984,NORTH AVENUE,MAJOR,72,20.2,44.1,10/1/12,Weekday,"(41.90945565, -87.76781369)"
985,NORTH AVENUE,MENARD,72,29.7,105.5,10/1/12,Weekday,"(41.90942605, -87.77010369)"
986,NORTH AVENUE,MAYFIELD (west leg),72,129.5,373.5,10/1/12,Weekday,"(41.90939658, -87.77317075)"
987,NORTH AVENUE,AUSTIN,72,0.6,1.3,10/1/12,Weekday,"(41.90936486, -87.77509251)"
988,NORTH AVENUE,MEADE,72,34.1,74.5,10/1/12,Weekday,"(41.90929576, -87.77747005)"
989,NORTH AVENUE,MELVINA,72,11.5,60.4,10/1/12,Weekday,"(41.90931092, -87.78000390)"
990,NORTH AVENUE,MERRIMAC,72,6,46.1,10/1/12,Weekday,"(41.90927935, -87.78156320)"
992,NORTH AVENUE,exit drwy. to NARR. term.,"72,86",57.3,285.3,10/1/12,Weekday,"(41.90927192, -87.78440046)"
993,NORTH AVENUE,NAGLE,72,8,26.9,10/1/12,Weekday,"(41.90922199, -87.78655413)"
996,NORTH AVENUE,NATOMA,72,9.6,46.1,10/1/12,Weekday,"(41.90913930, -87.79097193)"
997,NORTH AVENUE,OAK PARK,72,7.7,45.5,10/1/12,Weekday,"(41.90910081, -87.79449775)"
998,NORTH AVENUE,NEW ENGLAND,72,3.5,28,10/1/12,Weekday,"(41.90911634, -87.79710938)"
999,NORTH AVENUE,SAYRE,72,3.4,40.1,10/1/12,Weekday,"(41.90905820, -87.80012694)"
1000,NORTH AVENUE,NORDICA,72,0.4,24.2,10/1/12,Weekday,"(41.90903838, -87.80199543)"
1001,NORTH AVENUE,NEVA,72,6.4,553.9,10/1/12,Weekday,"(41.90900206, -87.80372402)"
1003,HARLEM,NORTH AVENUE,"72,90,307",195.2,137.6,10/1/12,Weekday,"(41.90972056, -87.80563789)"
1004,HARLEM,WABANSIA,"72,90,307",39.9,49.2,10/1/12,Weekday,"(41.91056188, -87.80570701)"
1005,WABANSIA,NEVA,72,1.4,3.9,10/1/12,Weekday,"(41.91068100, -87.80410500)"
1006,PAULINA,HOWARD TERMINAL,147,558.5,661.9,10/1/12,Weekday,"(42.01781213, -87.67306705)"
1011,HOWARD,SHERIDAN,"147,151",133.4,57.4,10/1/12,Weekday,"(42.01919502, -87.66617692)"
1012,SHERIDAN,BIRCHWOOD,"147,151",67.9,19.1,10/1/12,Weekday,"(42.01802100, -87.66580200)"
1014,SHERIDAN,JARVIS,"147,151",59.4,24.2,10/1/12,Weekday,"(42.01580068, -87.66511368)"
1015,SHERIDAN,SHERWIN,"147,151",77.6,32.2,10/1/12,Weekday,"(42.01482404, -87.66469399)"
1016,SHERIDAN,CHASE,"147,151",94.6,39.8,10/1/12,Weekday,"(42.01375700, -87.66414500)"
1017,SHERIDAN,TOUHY,"147,151",89.3,37.4,10/1/12,Weekday,"(42.01264900, -87.66352600)"
1018,SHERIDAN,ESTES,"147,151",76.7,34.5,10/1/12,Weekday,"(42.01141400, -87.66295200)"
1019,SHERIDAN,GREENLEAF,"147,151",61,19.1,10/1/12,Weekday,"(42.01021600, -87.66256300)"
1020,SHERIDAN,LUNT,"147,151",71.6,22.9,10/1/12,Weekday,"(42.00900200, -87.66214600)"
1021,SHERIDAN,MORSE,"147,151",97.2,26.3,10/1/12,Weekday,"(42.00777700, -87.66174900)"
1022,SHERIDAN,FARWELL,"147,151,155",95.4,29,10/1/12,Weekday,"(42.00656600, -87.66136900)"
1023,SHERIDAN,PRATT,"147,151,155",365.9,93.3,10/1/12,Weekday,"(42.00536400, -87.66099800)"
1025,SHERIDAN,NORTH SHORE,"147,151,155",136.2,29.5,10/1/12,Weekday,"(42.00334158, -87.66091939)"
1027,SHERIDAN,LOYOLA,"147,151,155",1343.3,314.7,10/1/12,Weekday,"(42.00142300, -87.66086000)"
1028,SHERIDAN,ARTHUR,"147,151,155",177.5,34.3,10/1/12,Weekday,"(42.00024700, -87.66080800)"
1029,SHERIDAN 6400N,BROADWAY/DEVON,"136,147,151",418.6,138.3,10/1/12,Weekday,"(41.99813048, -87.66022550)"
1030,SHERIDAN 6400N,WINTHROP,"136,147,151",55,30.7,10/1/12,Weekday,"(41.99812068, -87.65844625)"
1031,SHERIDAN 6400N,KENMORE,"136,147,151",156.8,64.7,10/1/12,Weekday,"(41.99816799, -87.65688031)"
1032,SHERIDAN,ROSEMONT,"136,147,151",223.5,55.2,10/1/12,Weekday,"(41.99623600, -87.65565400)"
1033,SHERIDAN,GRANVILLE,"136,147,151",387.8,68.7,10/1/12,Weekday,"(41.99441900, -87.65559800)"
1034,SHERIDAN,GLENLAKE,"136,147,151",385,82.8,10/1/12,Weekday,"(41.99216700, -87.65552800)"
1035,SHERIDAN,THORNDALE,"136,147,151",366.2,81.6,10/1/12,Weekday,"(41.98991600, -87.65545900)"
1036,SHERIDAN,ARDMORE,"136,147,151",551.6,140.5,10/1/12,Weekday,"(41.98745870, -87.65537893)"
1037,SHERIDAN,HOLLYWOOD,"136,147,151",444.3,94.3,10/1/12,Weekday,"(41.98533900, -87.65531900)"
1038,SHERIDAN,BRYN MAWR,"136,147,151",586.5,108.5,10/1/12,Weekday,"(41.98348100, -87.65524600)"
1039,SHERIDAN,CATALPA,"136,147,151",321,57.8,10/1/12,Weekday,"(41.98168400, -87.65522200)"
1040,SHERIDAN,BALMORAL,"136,147,151",426,120.3,10/1/12,Weekday,"(41.97978245, -87.65515521)"
1041,SHERIDAN,BERWYN (south leg),"92,136,144,146,147,100",1237.2,412.5,10/1/12,Weekday,"(41.97801194, -87.65512909)"
1042,SHERIDAN,FOSTER,151,333.4,122.3,10/1/12,Weekday,"(41.97621300, -87.65506900)"
1043,SHERIDAN,WINONA,151,75.5,32.5,10/1/12,Weekday,"(41.97509500, -87.65504800)"
1044,SHERIDAN,ARGYLE,151,201.5,104.8,10/1/12,Weekday,"(41.97312000, -87.65500100)"
1045,SHERIDAN,AINSLIE,151,54.6,31.3,10/1/12,Weekday,"(41.97143934, -87.65495569)"
1046,SHERIDAN,GUNNISON,151,32.7,50,10/1/12,Weekday,"(41.96989601, -87.65491457)"
1047,SHERIDAN,LAWRENCE,151,185.5,217.7,10/1/12,Weekday,"(41.96892765, -87.65489390)"
1048,SHERIDAN,LELAND,151,81,83.9,10/1/12,Weekday,"(41.96708700, -87.65488200)"
1049,SHERIDAN,WILSON,151,148.4,224.9,10/1/12,Weekday,"(41.96524600, -87.65485800)"
1050,SHERIDAN,SUNNYSIDE,151,76.4,140.1,10/1/12,Weekday,"(41.96342100, -87.65483800)"
1051,SHERIDAN,MONTROSE,151,131.6,143.8,10/1/12,Weekday,"(41.96185800, -87.65480200)"
1052,SHERIDAN,BROADWAY (south of Mont.),151,57.7,13.8,10/1/12,Weekday,"(41.96082781, -87.65479357)"
1053,SHERIDAN,4242 NORTH,151,64.2,31.2,10/1/12,Weekday,"(41.95934100, -87.65471800)"
1054,SHERIDAN,BUENA,151,71.9,50,10/1/12,Weekday,"(41.95820200, -87.65472373)"
1055,SHERIDAN,CUYLER,151,22.5,55.1,10/1/12,Weekday,"(41.95562701, -87.65468852)"
